,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
37,2022-04-20,21:06,Liga MX,Clausura 2022 Regular Season,Wed,Away,D,0,0,Monterrey,54.0,31426.0,Hugo Nervo,3-5-2,César Arturo Ramos,Match Report,,8,2,,0,0,2022,Atlas
38,2022-04-24,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,4,2,Toluca,52.0,10765.0,Aldo Rocha,3-5-2,Fernando Guerrero,Match Report,,15,7,,1,2,2022,Atlas
39,2022-04-30,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,D,1,1,UANL,46.0,21968.0,Hugo Nervo,3-5-2,Oscar Mejia,Match Report,,11,1,,0,0,2022,Atlas
40,2022-05-12,21:05,Liga MX,Quarter-finals,Thu,Away,W,2,1,Guadalajara,40.0,34780.0,Aldo Rocha,3-5-2,Jorge Pérez,Match Report,Leg 1 of 2,9,6,,0,0,2022,Atlas
41,2022-05-15,18:00,Liga MX,Quarter-finals,Sun,Home,D,1,1,Guadalajara,39.0,32746.0,Aldo Rocha,3-5-2,Fernando Hernández,Match Report,Leg 2 of 2; Atlas won,8,4,,0,0,2022,Atlas
42,2022-05-18,21:00,Liga MX,Semi-finals,Wed,Home,W,3,0,UANL,47.0,20684.0,Aldo Rocha,3-5-2,Marco Ortíz,Match Report,Leg 1 of 2,11,5,,1,1,2022,Atlas
43,2022-05-21,20:00,Liga MX,Semi-finals,Sat,Away,L,2,4,UANL,39.0,41635.0,Aldo Rocha,3-5-2,César Arturo Ramos,Match Report,Leg 2 of 2; Atlas won,10,2,,1,1,2022,Atlas
44,2022-05-26,21:00,Liga MX,Finals,Thu,Home,W,2,0,Pachuca,41.0,37841.0,Aldo Rocha,3-5-2,Marco Ortíz,Match Report,Leg 1 of 2,13,4,,0,0,2022,Atlas
45,2022-05-29,20:10,Liga MX,Finals,Sun,Away,L,1,2,Pachuca,34.0,22038.0,Aldo Rocha,3-5-2,Fernando Hernández,Match Report,Leg 2 of 2; Atlas won,11,2,,1,1,2022,Atlas
0,2021-07-24,16:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,4,0,León,43.0,,Víctor Guzmán,5-3-2,Alejandro Funk,Match Report,,19,8,,0,0,2022,Pachuca
1,2021-07-30,18:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,L,1,2,Mazatlán,56.0,4675.0,Víctor Guzmán,4-4-2◆,Edgar Rangel,Match Report,,18,3,,0,0,2022,Pachuca
2,2021-08-09,21:00,Liga MX,Apertura 2021 Regular Season,Mon,Home,L,0,1,Atlas,64.0,,Óscar Ustari,4-3-1-2,Guillermo Pacheco Larios,Match Report,,14,5,,0,0,2022,Pachuca
3,2021-08-14,21:06,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,1,3,Monterrey,51.0,15833.0,Jorge Daniel Hernández,4-3-3,Óscar Macias,Match Report,,13,3,,0,0,2022,Pachuca
4,2021-08-22,21:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,W,2,0,Querétaro,44.0,5190.0,Jorge Daniel Hernández,4-2-3-1,César Arturo Ramos,Match Report,,13,6,,0,0,2022,Pachuca
5,2021-08-29,20:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,1,1,Cruz Azul,41.0,14626.0,Jorge Daniel Hernández,3-1-4-2,Alejandro Funk,Match Report,,9,2,,0,0,2022,Pachuca
6,2021-09-13,21:00,Liga MX,Apertura 2021 Regular Season,Mon,Home,L,1,2,Toluca,48.0,,Jorge Daniel Hernández,3-1-4-2,Oscar Mejia,Match Report,,14,4,,0,0,2022,Pachuca
7,2021-09-18,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,1,Guadalajara,52.0,11135.0,Jorge Daniel Hernández,4-3-3,Diego Montaño,Match Report,,15,4,,0,0,2022,Pachuca
8,2021-09-23,21:00,Liga MX,Apertura 2021 Regular Season,Thu,Home,W,1,0,Necaxa,52.0,4710.0,Jorge Daniel Hernández,4-3-3,Jorge Pérez,Match Report,,11,3,,0,0,2022,Pachuca
9,2021-09-28,21:05,Liga MX,Apertura 2021 Regular Season,Tue,Home,D,1,1,América,46.0,7454.0,Jorge Daniel Hernández,3-5-2,Fernando Guerrero,Match Report,,9,3,,0,0,2022,Pachuca
10,2021-10-01,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,2,1,Puebla,44.0,5906.0,Óscar Ustari,4-4-1-1,Daniel Quintero,Match Report,,8,2,,1,1,2022,Pachuca
11,2021-10-16,19:05,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,1,1,Santos,51.0,5503.0,Jorge Daniel Hernández,3-4-3,Oscar Mejia,Match Report,,18,4,,0,0,2022,Pachuca
12,2021-10-20,21:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,L,0,3,UANL,52.0,24153.0,Jorge Daniel Hernández,4-1-4-1,Luis Santander,Match Report,,16,5,,0,0,2022,Pachuca
13,2021-10-24,21:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,1,1,FC Juárez,57.0,2747.0,Óscar Ustari,4-1-4-1,Diego Montaño,Match Report,,25,5,,0,0,2022,Pachuca
14,2021-10-30,20:06,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,1,1,UNAM,61.0,6887.0,Óscar Ustari,4-1-4-1,Fernando Guerrero,Match Report,,18,4,,1,1,2022,Pachuca
15,2021-11-03,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,D,0,0,Atlético,69.0,10683.0,Óscar Ustari,4-1-4-1,Erick Miranda,Match Report,,26,6,,0,0,2022,Pachuca
16,2021-11-06,20:06,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,2,3,Tijuana,41.0,6333.0,Óscar Ustari,4-1-4-1,Eduardo Basulto,Match Report,,24,6,,0,0,2022,Pachuca
17,2022-01-06,21:00,Liga MX,Clausura 2022 Regular Season,Thu,Away,W,2,0,Atlético,53.0,6841.0,Óscar Ustari,4-2-3-1,Óscar Macias,Match Report,,15,6,,1,1,2022,Pachuca
18,2022-01-16,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,2,1,Guadalajara,41.0,6692.0,Óscar Ustari,4-4-1-1,Adonai Escobedo,Match Report,,15,6,,0,0,2022,Pachuca
19,2022-01-22,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,1,2,León,43.0,9463.0,Óscar Ustari,4-2-3-1,Daniel Quintero,Match Report,,14,8,,0,0,2022,Pachuca
20,2022-02-05,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,1,Necaxa,30.0,9238.0,Óscar Ustari,4-2-3-1,Marco Ortíz,Match Report,,11,4,,1,1,2022,Pachuca
21,2022-02-14,21:00,Liga MX,Clausura 2022 Regular Season,Mon,Home,D,2,2,Querétaro,52.0,5584.0,Óscar Ustari,4-4-1-1,Jorge Camacho,Match Report,,13,6,,0,0,2022,Pachuca
22,2022-02-20,16:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,3,1,América,52.0,27858.0,Óscar Ustari,4-4-2,Diego Montaño,Match Report,,13,6,,0,0,2022,Pachuca
23,2022-02-24,19:00,Liga MX,Clausura 2022 Regular Season,Thu,Home,W,3,1,Mazatlán,51.0,6875.0,Óscar Ustari,4-2-3-1,Ismael Lopez,Match Report,,15,6,,0,0,2022,Pachuca
24,2022-03-02,19:00,Liga MX,Clausura 2022 Regular Season,Wed,Away,W,1,0,Atlas,57.0,14421.0,Óscar Ustari,4-4-2,Brian Gonzalez,Match Report,,26,5,,0,0,2022,Pachuca
25,2022-03-13,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,3,0,Toluca,45.0,10044.0,Óscar Ustari,4-2-3-1,César Arturo Ramos,Match Report,,14,3,,0,0,2022,Pachuca
26,2022-03-19,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,1,0,Cruz Azul,53.0,11367.0,Óscar Ustari,4-3-3,Brian Gonzalez,Match Report,,14,5,,0,0,2022,Pachuca
27,2022-04-03,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,3,Santos,65.0,12908.0,Óscar Ustari,4-2-3-1,Adonai Escobedo,Match Report,,17,2,,0,0,2022,Pachuca
28,2022-04-07,19:00,Liga MX,Clausura 2022 Regular Season,Thu,Home,W,2,1,UANL,45.0,10664.0,Óscar Ustari,4-2-3-1,Ismael Lopez,Match Report,,18,8,,0,0,2022,Pachuca
29,2022-04-11,21:00,Liga MX,Clausura 2022 Regular Season,Mon,Home,D,0,0,Tijuana,66.0,9191.0,Óscar Ustari,4-2-3-1,Daniel Quintero,Match Report,,21,3,,0,1,2022,Pachuca
30,2022-04-15,20:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,2,1,FC Juárez,53.0,8568.0,Óscar Ustari,4-1-4-1,Óscar Macias,Match Report,,6,3,,0,0,2022,Pachuca
31,2022-04-19,19:00,Liga MX,Clausura 2022 Regular Season,Tue,Home,W,1,0,Puebla,38.0,10427.0,Óscar Ustari,4-2-3-1,Oscar Mejia,Match Report,,18,4,,0,0,2022,Pachuca
32,2022-04-23,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,3,0,Monterrey,45.0,8041.0,Óscar Ustari,4-2-3-1,Luis Santander,Match Report,,13,5,,0,0,2022,Pachuca
33,2022-05-01,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,0,2,UNAM,56.0,14286.0,Óscar Ustari,4-2-3-1,Fernando Hernández,Match Report,,11,2,,0,0,2022,Pachuca
34,2022-05-11,19:00,Liga MX,Quarter-finals,Wed,Away,D,2,2,Atlético,59.0,16605.0,Óscar Ustari,4-3-3,Oscar Mejia,Match Report,Leg 1 of 2,7,5,,0,0,2022,Pachuca
35,2022-05-14,20:05,Liga MX,Quarter-finals,Sat,Home,W,3,2,Atlético,49.0,9565.0,Óscar Ustari,4-2-3-1,Marco Ortíz,Match Report,Leg 2 of 2; Pachuca won,14,5,,0,1,2022,Pachuca
36,2022-05-19,20:00,Liga MX,Semi-finals,Thu,Away,D,1,1,América,53.0,62633.0,Óscar Ustari,4-2-3-1,Jorge Pérez,Match Report,Leg 1 of 2,7,4,,1,1,2022,Pachuca
37,2022-05-22,20:06,Liga MX,Semi-finals,Sun,Home,W,3,0,América,41.0,19310.0,Óscar Ustari,4-2-3-1,Fernando Hernández,Match Report,Leg 2 of 2; Pachuca won,16,6,,0,0,2022,Pachuca
38,2022-05-26,21:00,Liga MX,Finals,Thu,Away,L,0,2,Atlas,60.0,37841.0,Óscar Ustari,4-2-3-1,Marco Ortíz,Match Report,Leg 1 of 2,18,5,,0,0,2022,Pachuca
39,2022-05-29,20:10,Liga MX,Finals,Sun,Home,W,2,1,Atlas,66.0,22038.0,Óscar Ustari,4-2-3-1,Fernando Hernández,Match Report,Leg 2 of 2; Atlas won,21,6,,0,0,2022,Pachuca
0,2021-07-25,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,1,1,Monterrey,47.0,20267.0,Javier Salas,3-4-1-2,Oscar Mejia,Match Report,,6,3,,0,0,2022,Puebla
1,2021-07-30,21:05,Liga MX,Apertura 2021 Regular Season,Fri,Home,L,0,2,Guadalajara,53.0,6800.0,Javier Salas,3-4-1-2,Fernando Guerrero,Match Report,,17,3,,0,0,2022,Puebla
2,2021-08-07,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,2,América,54.0,8567.0,Javier Salas,5-4-1,César Arturo Ramos,Match Report,,12,3,,0,0,2022,Puebla
3,2021-08-13,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,D,1,1,UANL,45.0,7654.0,Javier Salas,5-4-1,Jorge Rojas,Match Report,,15,7,,1,1,2022,Puebla
4,2021-08-17,19:06,Liga MX,Apertura 2021 Regular Season,Tue,Away,D,1,1,Tijuana,49.0,,Javier Salas,5-3-2,Fernando Hernández,Match Report,,8,2,,0,0,2022,Puebla
5,2021-08-22,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,0,2,UNAM,51.0,,Javier Salas,5-4-1,Brian Gonzalez,Match Report,,13,2,,0,0,2022,Puebla
6,2021-08-27,21:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,W,1,0,Querétaro,48.0,6086.0,Javier Salas,3-4-3,Erick Miranda,Match Report,,10,5,,0,0,2022,Puebla
7,2021-09-10,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,D,2,2,Atlético,50.0,3370.0,Javier Salas,3-4-3,Juan Esquivel,Match Report,,8,4,,1,1,2022,Puebla
8,2021-09-19,21:06,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,1,1,Santos,40.0,11431.0,Javier Salas,4-3-3,César Arturo Ramos,Match Report,,15,3,,0,0,2022,Puebla
9,2021-09-24,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,D,1,1,Cruz Azul,46.0,14782.0,Javier Salas,4-2-3-1,Oscar Mejia,Match Report,,20,5,,0,0,2022,Puebla
10,2021-09-28,21:00,Liga MX,Apertura 2021 Regular Season,Tue,Away,W,1,0,Atlas,36.0,9902.0,Javier Salas,5-3-2,Fernando Hernández,Match Report,,11,2,,0,0,2022,Puebla
11,2021-10-01,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,L,1,2,Pachuca,56.0,5906.0,Javier Salas,3-1-4-2,Daniel Quintero,Match Report,,17,5,,1,1,2022,Puebla
12,2021-10-15,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,1,0,Necaxa,40.0,8723.0,Javier Salas,5-3-2,Fernando Guerrero,Match Report,,16,6,,0,0,2022,Puebla
13,2021-10-19,19:00,Liga MX,Apertura 2021 Regular Season,Tue,Home,W,2,0,Mazatlán,59.0,5624.0,Javier Salas,3-4-3,Jorge Pérez,Match Report,,23,7,,1,1,2022,Puebla
14,2021-10-23,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,L,0,1,León,42.0,15101.0,Javier Salas,3-4-3,Eduardo Basulto,Match Report,,9,5,,0,0,2022,Puebla
15,2021-10-29,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,2,0,FC Juárez,48.0,10942.0,Javier Salas,3-4-3,Erick Miranda,Match Report,,12,6,,0,0,2022,Puebla
16,2021-11-05,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,W,1,0,Toluca,44.0,16136.0,Javier Salas,3-4-3,Jorge Pérez,Match Report,,13,1,,1,1,2022,Puebla
17,2021-11-20,21:00,Liga MX,Reclassification,Sat,Home,D,2 (6),2 (5),Guadalajara,46.0,34530.0,Javier Salas,5-4-1,Marco Ortíz,Match Report,Puebla won on penalty kicks following extra time,17,4,,1,1,2022,Puebla
18,2021-11-25,19:00,Liga MX,Quarter-finals,Thu,Home,W,2,1,León,40.0,27259.0,Javier Salas,4-3-3,Erick Miranda,Match Report,Leg 1 of 2,12,5,,0,0,2022,Puebla
19,2021-11-28,20:05,Liga MX,Quarter-finals,Sun,Away,L,0,2,León,45.0,13307.0,Javier Salas,3-4-3,Jorge Pérez,Match Report,Leg 2 of 2; León won,11,4,,0,0,2022,Puebla
20,2022-01-07,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,D,1,1,América,68.0,35040.0,Antony Silva,5-3-2,Oscar Mejia,Match Report,,24,3,,0,0,2022,Puebla
21,2022-01-15,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,2,0,UANL,31.0,14829.0,Antony Silva,3-4-3◆,Luis Santander,Match Report,,10,2,,1,1,2022,Puebla
22,2022-01-28,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,W,3,1,Tijuana,55.0,11180.0,Diego De Buen,3-4-3,Guillermo Pacheco Larios,Match Report,,12,6,,1,2,2022,Puebla
23,2022-02-06,16:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,2,0,Querétaro,41.0,13622.0,Antony Silva,5-4-1,Ismael Lopez,Match Report,,17,5,,0,0,2022,Puebla
24,2022-02-11,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,D,1,1,Atlas,49.0,23170.0,Antony Silva,5-4-1,Victor Caceres,Match Report,,17,5,,0,0,2022,Puebla
25,2022-02-18,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,W,1,0,Monterrey,38.0,25934.0,Antony Silva,5-4-1,Oscar Mejia,Match Report,,11,6,,0,0,2022,Puebla
26,2022-02-26,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,2,Guadalajara,50.0,19747.0,Javier Salas,4-5-1,Fernando Hernández,Match Report,,14,5,,0,0,2022,Puebla
27,2022-03-01,19:00,Liga MX,Clausura 2022 Regular Season,Tue,Home,D,1,1,FC Juárez,61.0,26100.0,Antony Silva,3-5-2,Ismael Lopez,Match Report,,12,2,,0,0,2022,Puebla
28,2022-03-05,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,1,Cruz Azul,48.0,29336.0,Javier Salas,3-4-3,Jorge Pérez,Match Report,,15,8,,0,0,2022,Puebla
29,2022-03-13,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,2,Atlético,66.0,5904.0,Javier Salas,3-4-3,Luis Santander,Match Report,,22,6,,0,0,2022,Puebla
30,2022-03-18,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,D,2,2,Santos,62.0,19713.0,Javier Salas,5-4-1,Fernando Guerrero,Match Report,,21,5,,0,0,2022,Puebla
31,2022-04-03,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,2,Toluca,57.0,9215.0,Javier Salas,3-5-2,Fernando Hernández,Match Report,,18,5,,0,0,2022,Puebla
32,2022-04-08,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,D,2,2,UNAM,45.0,28115.0,Javier Salas,3-4-3,Brian Gonzalez,Match Report,,8,5,,1,1,2022,Puebla
33,2022-04-16,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,1,0,León,61.0,12859.0,Javier Salas,3-4-3,Eduardo Galván,Match Report,,23,7,,0,0,2022,Puebla
34,2022-04-19,19:00,Liga MX,Clausura 2022 Regular Season,Tue,Away,L,0,1,Pachuca,62.0,10427.0,Javier Salas,3-5-2,Oscar Mejia,Match Report,,12,2,,0,0,2022,Puebla
35,2022-04-22,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,L,0,1,Necaxa,60.0,16320.0,Antony Silva,5-4-1,Ismael Lopez,Match Report,,21,8,,0,0,2022,Puebla
36,2022-04-29,20:05,Liga MX,Clausura 2022 Regular Season,Fri,Away,L,1,2,Mazatlán,48.0,15729.0,Javier Salas,5-4-1,Jorge Pérez,Match Report,,14,2,,1,1,2022,Puebla
37,2022-05-08,17:00,Liga MX,Reclassification,Sun,Home,D,2 (3),2 (1),Mazatlán,38.0,29105.0,Javier Salas,3-4-3,César Arturo Ramos,Match Report,Puebla won on penalty kicks following extra time,10,3,,0,0,2022,Puebla
38,2022-05-11,21:05,Liga MX,Quarter-finals,Wed,Home,D,1,1,América,51.0,43921.0,Javier Salas,3-4-3,Luis Santander,Match Report,Leg 1 of 2,6,3,,0,0,2022,Puebla
39,2022-05-14,18:00,Liga MX,Quarter-finals,Sat,Away,L,2,3,América,57.0,51186.0,Javier Salas,3-5-2,Fernando Guerrero,Match Report,Leg 2 of 2; América won,13,6,,1,1,2022,Puebla
0,2021-07-24,16:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,4,Pachuca,58.0,,Luis Montes,4-3-3,Alejandro Funk,Match Report,,8,1,,0,0,2022,Leon
1,2021-07-31,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,1,Tijuana,57.0,8863.0,Luis Montes,4-3-3,Jorge Pérez,Match Report,,14,5,,1,1,2022,Leon
2,2021-08-05,21:00,Liga MX,Apertura 2021 Regular Season,Thu,Away,W,1,0,Querétaro,51.0,10031.0,Rodolfo Cota,4-4-1-1,Daniel Quintero,Match Report,,17,2,,0,0,2022,Leon
3,2021-08-14,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,3,0,Mazatlán,64.0,9663.0,Rodolfo Cota,4-3-3,Brian Gonzalez,Match Report,,9,5,,0,1,2022,Leon
4,2021-08-18,21:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,W,3,0,Guadalajara,49.0,10892.0,Rodolfo Cota,4-4-2,Adonai Escobedo,Match Report,,12,4,,0,0,2022,Leon
5,2021-08-21,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,1,1,Santos,62.0,9239.0,Rodolfo Cota,4-4-2,Fernando Hernández,Match Report,,17,4,,1,1,2022,Leon
6,2021-08-28,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,1,1,América,66.0,12719.0,Rodolfo Cota,4-2-3-1,Marco Ortíz,Match Report,,11,3,,0,0,2022,Leon
7,2021-09-11,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,2,2,UANL,46.0,12962.0,Rodolfo Cota,4-2-3-1,Jorge Pérez,Match Report,,13,6,,0,1,2022,Leon
8,2021-09-18,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,L,0,1,FC Juárez,71.0,10078.0,Rodolfo Cota,4-2-3-1,Adonai Escobedo,Match Report,,14,3,,0,0,2022,Leon
9,2021-09-25,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,2,Atlas,71.0,8832.0,Luis Montes,4-2-3-1,Jorge Rojas,Match Report,,8,0,,0,0,2022,Leon
10,2021-10-02,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,Atlético,59.0,9675.0,Rodolfo Cota,4-2-3-1,Victor Caceres,Match Report,,13,3,,0,0,2022,Leon
11,2021-10-16,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,W,1,0,Monterrey,48.0,26078.0,Rodolfo Cota,4-4-2,César Arturo Ramos,Match Report,,5,2,,0,0,2022,Leon
12,2021-10-20,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,L,1,2,UNAM,69.0,12333.0,Rodolfo Cota,4-4-2,Erick Miranda,Match Report,,16,6,,0,0,2022,Leon
13,2021-10-23,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,W,1,0,Puebla,59.0,15101.0,Rodolfo Cota,4-4-2,Eduardo Basulto,Match Report,,9,2,,0,0,2022,Leon
14,2021-10-31,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,0,0,Toluca,53.0,11210.0,Rodolfo Cota,4-4-2,Marco Ortíz,Match Report,,11,4,,0,0,2022,Leon
15,2021-11-03,21:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,W,1,0,Cruz Azul,46.0,17928.0,Rodolfo Cota,4-4-2,Fernando Guerrero,Match Report,,7,2,,0,0,2022,Leon
16,2021-11-06,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,3,0,Necaxa,52.0,11240.0,Rodolfo Cota,4-3-3,Luis Santander,Match Report,,7,4,,0,0,2022,Leon
17,2021-11-25,19:00,Liga MX,Quarter-finals,Thu,Away,L,1,2,Puebla,60.0,27259.0,Rodolfo Cota,4-2-3-1,Erick Miranda,Match Report,Leg 1 of 2,12,1,,0,0,2022,Leon
18,2021-11-28,20:05,Liga MX,Quarter-finals,Sun,Home,W,2,0,Puebla,55.0,13307.0,Rodolfo Cota,4-2-3-1,Jorge Pérez,Match Report,Leg 2 of 2; León won,11,5,,1,1,2022,Leon
19,2021-12-01,21:00,Liga MX,Semi-finals,Wed,Away,L,1,2,UANL,38.0,37785.0,Rodolfo Cota,4-2-3-1,Marco Ortíz,Match Report,Leg 1 of 2,8,3,,0,0,2022,Leon
20,2021-12-04,21:00,Liga MX,Semi-finals,Sat,Home,W,2,1,UANL,63.0,23570.0,Rodolfo Cota,4-4-2,César Arturo Ramos,Match Report,Leg 2 of 2; León won,21,8,,0,0,2022,Leon
21,2021-12-09,21:00,Liga MX,Finals,Thu,Home,W,3,2,Atlas,69.0,23513.0,Rodolfo Cota,4-2-3-1,Luis Santander,Match Report,Leg 1 of 2,12,5,,1,1,2022,Leon
22,2021-12-12,20:15,Liga MX,Finals,Sun,Away,L,0 (3),1 (4),Atlas,48.0,47548.0,Rodolfo Cota,4-2-3-1,Marco Ortíz,Match Report,Leg 2 of 2; Atlas won; Atlas won on penalty kicks following extra time,11,2,,0,0,2022,Leon
23,2022-01-15,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,1,1,Tijuana,48.0,8333.0,Luis Montes,4-3-3,Oscar Mejia,Match Report,,7,3,,0,0,2022,Leon
24,2022-01-19,21:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,D,1,1,Atlas,59.0,8997.0,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,8,3,,1,1,2022,Leon
25,2022-01-22,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,1,Pachuca,57.0,9463.0,Luis Montes,4-1-4-1,Daniel Quintero,Match Report,,12,5,,0,0,2022,Leon
26,2022-02-07,21:05,Liga MX,Clausura 2022 Regular Season,Mon,Home,L,0,1,Cruz Azul,69.0,14097.0,Luis Montes,4-1-4-1,Victor Caceres,Match Report,,14,4,,0,0,2022,Leon
27,2022-02-13,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,2,UNAM,63.0,15079.0,Rodolfo Cota,4-1-4-1,Guillermo Pacheco Larios,Match Report,,13,5,,0,0,2022,Leon
28,2022-02-19,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,1,Guadalajara,44.0,16204.0,Luis Montes,4-1-4-1,Fernando Guerrero,Match Report,,8,3,,0,0,2022,Leon
29,2022-02-25,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,1,0,Necaxa,57.0,12781.0,Luis Montes,4-2-3-1,Óscar Macias,Match Report,,11,3,,1,1,2022,Leon
30,2022-03-01,21:00,Liga MX,Clausura 2022 Regular Season,Tue,Home,D,0,0,Monterrey,61.0,10581.0,Jaine Barreiro,4-2-3-1,Luis Santander,Match Report,,15,3,,0,0,2022,Leon
31,2022-03-04,20:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,1,0,FC Juárez,62.0,9307.0,Luis Montes,4-2-3-1,Oscar Mejia,Match Report,,14,4,,0,0,2022,Leon
32,2022-03-12,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,3,UANL,53.0,16242.0,Rodolfo Cota,4-2-3-1,Fernando Guerrero,Match Report,,14,4,,0,1,2022,Leon
33,2022-03-20,20:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,2,1,Mazatlán,50.0,9566.0,Rodolfo Cota,4-4-2,Ismael Lopez,Match Report,,12,6,,0,0,2022,Leon
34,2022-04-03,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,D,1,1,Querétaro,64.0,,Rodolfo Cota,4-1-4-1,Guillermo Pacheco Larios,Match Report,,7,3,,1,1,2022,Leon
35,2022-04-09,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,2,Atlético,67.0,6102.0,Luis Montes,4-2-3-1,Luis Santander,Match Report,,12,2,,0,0,2022,Leon
36,2022-04-16,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,1,Puebla,39.0,12859.0,Rodolfo Cota,4-2-3-1,Eduardo Galván,Match Report,,14,0,,0,0,2022,Leon
37,2022-04-20,21:00,Liga MX,Clausura 2022 Regular Season,Wed,Away,L,0,2,América,38.0,36210.0,Rodolfo Cota,4-1-4-1,Diego Montaño,Match Report,,7,2,,0,0,2022,Leon
